Symbol,reference_tpm
MTCO3P29,0.0
MTCO3P30,0.0
MTCO3P31,0.0
MTCO3P35,0.0
MTCO3P38,0.0
MTCO3P39,0.0
MTCO3P4,0.0
MTCO3P40,0.0
MTCO3P41,0.0
MTCO3P42,0.0
MTCO3P43,0.0
MTCO3P44,0.0
MTCO3P45,0.0
MTCO3P46,0.0
MTCO3P47,0.0
MTCO3P5,0.0
MTCO3P7,0.0
MTCO3P8,0.0
MTCO3P9,0.0
MTCYBP1,0.0
MTCYBP10,0.0
MTCYBP11,0.0
MTCYBP12,0.0
MTCYBP13,0.0
MTCYBP14,0.0
MTCYBP15,0.0
MTCYBP16,0.0
MTCYBP17,0.0
MTCYBP18,0.0
MTCYBP19,0.0
MTCYBP2,0.0
MTCYBP20,0.0
MTCYBP21,0.0
MTCYBP22,0.0
MTCYBP23,0.0
MTCYBP24,0.0
MTCYBP27,0.0
MTCYBP28,0.0
MTCYBP29,0.0
MTCYBP3,0.0
MTCYBP31,0.0
MTCYBP32,0.0
MTCYBP33,0.0
MTCYBP34,0.0
MTCYBP35,0.0
MTCYBP36,0.0
MTCYBP37,0.0
MTCYBP38,0.0
MTCYBP39,0.0
MTCYBP4,0.0
MTCYBP40,0.0
MTCYBP41,0.0
MTCYBP42,0.0
MTCYBP43,0.0
MTCYBP44,0.0
MTCYBP45,0.0
MTCYBP5,0.0
MTCYBP6,0.0
MTCYBP7,0.0
MTCYBP8,0.0
MTCYBP9,0.0
MTND1P1,0.0
MTND1P10,0.0
MTND1P11,0.0
MTND1P12,0.0
MTND1P14,0.0
MTND1P15,0.0
MTND1P16,0.0
MTND1P17,0.0
MTND1P18,0.0
MTND1P19,0.0
MTND1P2,0.0
MTND1P20,0.0
MTND1P21,0.0
MTND1P22,0.0
MTND1P23,6.510194
MTND1P24,0.0
MTND1P26,0.0
MTND1P27,0.0
MTND1P28,0.0
MTND1P29,0.0
MTND1P3,0.0
MTND1P30,0.0
MTND1P31,0.0
MTND1P32,0.0
MTND1P33,0.0
MTND1P34,0.0
MTND1P35,0.0
MTND1P36,0.0
MTND1P37,0.0
MTND1P4,0.0
MTND1P5,0.0
MTND1P6,0.0
MTND1P7,0.0
MTND1P8,0.0
MTND1P9,0.0
MTND2P11,0.0
MTND2P12,0.0
MTND2P13,0.0
MTND2P14,0.0
MTND2P15,0.0
MTND2P16,0.0
MTND2P17,0.0
MTND2P18,0.0
MTND2P19,0.0
MTND2P2,0.0
MTND2P20,0.0
MTND2P21,0.0
MTND2P22,0.0
MTND2P23,0.0
MTND2P24,0.0
MTND2P25,0.0
MTND2P26,0.0
MTND2P28,170.294983
MTND2P29,0.0
MTND2P3,0.0
MTND2P30,0.0
MTND2P31,0.0
MTND2P32,0.0
MTND2P33,0.0
MTND2P38,0.0
MTND2P39,0.0
MTND2P4,0.0
MTND2P40,0.0
MTND2P41,0.0
MTND2P5,0.0
MTND2P6,0.0
MTND2P7,0.0
MTND2P8,0.0
MTND2P9,0.0
MTND3P1,0.0
MTND3P10,0.0
MTND3P12,0.0
MTND3P13,0.0
MTND3P15,0.0
MTND3P16,0.0
MTND3P17,0.0
MTND3P18,0.0
MTND3P19,0.0
MTND3P2,0.0
MTND3P20,0.0
MTND3P21,0.0
MTND3P22,0.0
MTND3P23,0.0
MTND3P24,0.0
MTND3P25,0.0
MTND3P3,0.0
MTND3P4,0.0
MTND3P5,0.0
MTND3P6,0.0
MTND3P7,0.0
MTND3P8,0.0
MTND3P9,0.0
MTND4LP1,0.0
MTND4LP10,0.0
MTND4LP11,0.0
MTND4LP12,0.0
MTND4LP13,0.0
MTND4LP14,0.0
MTND4LP16,0.0
MTND4LP17,0.0
MTND4LP18,0.0
MTND4LP19,0.0
MTND4LP2,0.0
MTND4LP20,0.0
MTND4LP21,0.0
MTND4LP22,0.0
MTND4LP24,0.0
MTND4LP25,0.0
MTND4LP26,0.0
MTND4LP3,0.0
MTND4LP30,0.0
MTND4LP31,0.0
MTND4LP32,0.0
MTND4LP5,0.0
MTND4LP7,0.0
MTND4LP9,0.0
MTND4P1,0.0
MTND4P10,0.0
MTND4P11,0.0
MTND4P12,1.75
MTND4P13,0.0
MTND4P14,0.0
MTND4P15,0.0201
MTND4P16,0.0
MTND4P17,0.0
MTND4P18,0.0
MTND4P19,0.0
MTND4P2,0.0
MTND4P20,0.0
MTND4P21,0.0
MTND4P22,0.0
MTND4P23,0.0201
MTND4P24,0.0
MTND4P25,0.0
MTND4P26,0.0301
MTND4P27,0.0
MTND4P28,0.0
MTND4P29,0.0
MTND4P3,0.0
MTND4P30,0.0
MTND4P31,0.0
MTND4P32,0.0
MTND4P33,0.0
MTND4P34,0.0
MTND4P35,0.0
MTND4P4,0.0
MTND4P5,0.0
MTND4P6,0.0
MTND4P7,0.0
MTND4P8,0.0
MTND4P9,0.0201
MTND5P1,0.040101
MTND5P10,0.0
MTND5P11,0.140103
MTND5P12,0.0
MTND5P13,0.0
MTND5P14,0.0
MTND5P15,0.0
MTND5P16,0.0
MTND5P17,0.0
MTND5P18,0.0
MTND5P19,0.0
MTND5P2,0.0
MTND5P20,0.0
MTND5P21,0.0
MTND5P22,0.0
MTND5P23,0.0
MTND5P24,0.0
MTND5P25,0.0
MTND5P26,0.0
MTND5P27,0.0
MTND5P28,0.0201
MTND5P29,0.0
MTND5P3,0.0
MTND5P30,0.0
MTND5P31,0.0
MTND5P32,0.0
MTND5P33,0.0
MTND5P34,0.0
MTND5P35,0.0
MTND5P4,0.0
MTND5P40,0.0
MTND5P41,0.0
MTND5P42,0.0
MTND5P5,0.0
MTND5P6,0.0
MTND5P7,0.0
MTND5P8,0.0
MTND5P9,0.0
MTND6P1,0.0
MTND6P10,0.0
MTND6P11,0.0
MTND6P12,0.0
MTND6P13,0.0
MTND6P14,0.0
MTND6P15,0.0
MTND6P16,0.0
MTND6P17,0.0
MTND6P18,0.0
MTND6P19,0.0
MTND6P2,0.0
MTND6P20,0.0
MTND6P21,0.0
MTND6P22,0.0
MTND6P24,0.0
MTND6P25,0.0
MTND6P29,0.0
MTND6P3,0.0
MTND6P32,0.0
MTND6P33,0.0
MTND6P35,0.0
MTND6P4,0.210098
MTND6P5,0.0
MTND6P6,0.0
MTND6P7,0.0
MTND6P8,0.0
MTND6P9,0.0
MTRNR2L1,0.0
MTRNR2L10,0.0
MTRNR2L11,0.0
MTRNR2L12,0.600085
MTRNR2L13,0.0
MTRNR2L2,0.0
MTRNR2L3,0.0
MTRNR2L4,0.0201
MTRNR2L5,0.0
MTRNR2L6,0.0
MTRNR2L7,0.0
MTRNR2L8,0.150098
MTRNR2L9,0.0
Metazoa_SRP,616.631775
NEAT1,193.916687
NRON,0.0
RMRP,11.219872
RMRPP5,0.0
RN7SK,41.469204
RN7SKP1,0.0
RN7SKP10,0.0
RN7SKP100,0.0
RN7SKP101,0.0
RN7SKP102,0.0
RN7SKP103,0.0
RN7SKP104,0.0
RN7SKP105,0.0
RN7SKP106,0.0
RN7SKP107,0.0
RN7SKP108,0.0
RN7SKP109,0.0
RN7SKP11,0.0
RN7SKP110,0.0
RN7SKP111,0.0
RN7SKP112,0.0
RN7SKP113,0.0
RN7SKP114,0.0
RN7SKP115,0.0
RN7SKP116,0.0
RN7SKP117,0.0
RN7SKP118,0.0
RN7SKP119,0.0
RN7SKP12,0.0
RN7SKP120,0.0
RN7SKP121,0.0
RN7SKP122,0.0
RN7SKP123,0.0
RN7SKP124,0.0
RN7SKP125,0.0
RN7SKP126,0.0
RN7SKP127,0.0
RN7SKP128,0.0
RN7SKP129,0.0
RN7SKP13,0.0
RN7SKP130,0.0
RN7SKP131,0.0
RN7SKP132,0.0
RN7SKP133,0.0
RN7SKP134,0.0
RN7SKP135,0.0
RN7SKP136,0.0
RN7SKP137,0.0
RN7SKP139,0.0
RN7SKP14,0.0
RN7SKP140,0.0
RN7SKP141,0.0
RN7SKP142,0.0
RN7SKP143,0.0
RN7SKP144,0.0
RN7SKP145,0.0
RN7SKP146,0.0
RN7SKP147,0.0
RN7SKP148,0.0
RN7SKP149,0.0
RN7SKP15,0.0
RN7SKP150,0.130096
RN7SKP151,0.0
RN7SKP152,0.0
RN7SKP153,0.0
RN7SKP154,0.0
RN7SKP155,0.0
RN7SKP156,0.0
RN7SKP157,0.0
RN7SKP158,0.0
RN7SKP159,0.0
RN7SKP16,0.34009
RN7SKP160,0.03
RN7SKP161,0.0
RN7SKP162,0.0
RN7SKP163,0.0
RN7SKP164,0.0
RN7SKP165,0.0
RN7SKP166,0.0
RN7SKP167,0.0
RN7SKP168,0.0
RN7SKP169,0.0
RN7SKP17,0.0
RN7SKP170,0.0
RN7SKP171,0.0
RN7SKP172,0.0
RN7SKP173,0.0
RN7SKP174,0.0
RN7SKP175,0.110098
RN7SKP176,0.0
RN7SKP177,0.0
RN7SKP178,0.0
RN7SKP179,0.0
RN7SKP18,0.0
RN7SKP180,0.0
RN7SKP181,0.0
RN7SKP182,0.0
RN7SKP183,0.0
RN7SKP184,0.0
RN7SKP185,0.0
RN7SKP186,0.0
RN7SKP187,0.0
RN7SKP188,0.0
RN7SKP189,0.0
RN7SKP19,0.0
RN7SKP190,0.0
RN7SKP191,0.0
RN7SKP192,0.0
RN7SKP193,0.0
RN7SKP194,0.0
RN7SKP195,0.0
RN7SKP196,0.0
RN7SKP197,0.0
RN7SKP198,0.0
RN7SKP199,0.0
RN7SKP2,0.0
RN7SKP20,0.0
RN7SKP200,0.0
RN7SKP202,0.0
RN7SKP203,0.0
RN7SKP204,0.0
RN7SKP205,0.0
RN7SKP206,0.0
RN7SKP207,0.0
RN7SKP208,0.0
RN7SKP209,0.0
RN7SKP21,0.0
RN7SKP210,0.0
RN7SKP211,0.0
RN7SKP212,0.0
RN7SKP213,0.0
RN7SKP214,0.0
RN7SKP216,0.0
RN7SKP217,0.0
RN7SKP218,0.0
RN7SKP219,0.0
RN7SKP22,0.0
RN7SKP220,0.0
RN7SKP221,0.0
RN7SKP222,0.0
RN7SKP223,0.0
RN7SKP224,0.0
RN7SKP225,0.0
RN7SKP226,0.0
RN7SKP227,0.0
RN7SKP228,0.0
RN7SKP229,0.0
RN7SKP230,0.0
RN7SKP231,0.0
RN7SKP232,0.0
RN7SKP233,0.0
RN7SKP234,0.0
RN7SKP235,0.0
RN7SKP236,0.0
RN7SKP237,0.0
RN7SKP238,0.0
RN7SKP239,0.0
RN7SKP24,0.0
RN7SKP240,0.0
RN7SKP241,0.0
RN7SKP242,0.0
RN7SKP243,0.0
RN7SKP244,0.0
RN7SKP245,0.0
RN7SKP246,0.0
RN7SKP247,0.0
RN7SKP248,0.0
RN7SKP249,0.0
RN7SKP25,0.0
RN7SKP250,0.0
RN7SKP251,0.0
RN7SKP252,0.0
RN7SKP253,0.0
RN7SKP254,0.0
RN7SKP255,0.0
RN7SKP256,0.0
RN7SKP257,0.0
RN7SKP258,0.0
RN7SKP259,0.0
RN7SKP26,0.0
RN7SKP260,0.0
RN7SKP261,0.0
RN7SKP262,0.0
RN7SKP263,0.0
RN7SKP264,0.0
RN7SKP265,0.0
RN7SKP266,0.0
RN7SKP267,0.0
RN7SKP268,0.0
RN7SKP269,0.0
RN7SKP27,0.0
RN7SKP270,0.0
RN7SKP271,0.0
RN7SKP272,0.0
RN7SKP273,0.0
RN7SKP275,0.0
RN7SKP276,0.0
RN7SKP277,0.0
RN7SKP278,0.0
RN7SKP279,0.0
RN7SKP28,0.0
RN7SKP280,0.0
RN7SKP281,0.0
RN7SKP282,0.0
RN7SKP283,0.0
RN7SKP284,0.0
RN7SKP285,0.0
RN7SKP286,0.0
RN7SKP287,0.0
RN7SKP288,0.0
RN7SKP289,0.0
RN7SKP29,0.0
RN7SKP290,0.0
RN7SKP291,0.0
RN7SKP292,0.0
RN7SKP293,0.0
RN7SKP294,0.0
RN7SKP295,0.0
RN7SKP296,0.0
RN7SKP297,0.0
RN7SKP298,0.0
RN7SKP299,0.0
RN7SKP3,0.0
RN7SKP30,0.110098
RN7SKP31,0.0
RN7SKP32,0.0
RN7SKP33,0.0
RN7SKP34,0.0
RN7SKP35,0.0
RN7SKP36,0.0
RN7SKP37,0.0
RN7SKP38,0.0
RN7SKP39,0.0
RN7SKP4,0.0
RN7SKP40,0.0
RN7SKP42,0.0
RN7SKP43,0.0
RN7SKP44,0.0
RN7SKP45,0.0
RN7SKP46,0.0
RN7SKP47,0.0
RN7SKP48,0.0
RN7SKP49,0.0
RN7SKP5,0.0
RN7SKP50,0.0
RN7SKP51,0.0
RN7SKP52,0.0
RN7SKP53,0.0
RN7SKP54,0.0
RN7SKP55,0.0
RN7SKP56,0.0
RN7SKP57,0.0
RN7SKP58,0.0
RN7SKP59,0.0
RN7SKP6,0.0
RN7SKP60,0.0
RN7SKP61,0.0
RN7SKP62,0.0
RN7SKP63,0.0
RN7SKP64,0.0
RN7SKP65,0.0
RN7SKP66,0.0
RN7SKP67,0.0
RN7SKP68,0.0
RN7SKP69,0.0
RN7SKP7,0.0
RN7SKP70,0.520116
RN7SKP71,0.0
RN7SKP72,0.0
RN7SKP73,0.0
RN7SKP74,0.0
RN7SKP75,0.0
RN7SKP76,0.0
RN7SKP77,0.0
RN7SKP78,0.0
RN7SKP79,0.0
RN7SKP8,0.0
RN7SKP80,0.480097
RN7SKP81,0.0
RN7SKP82,0.0
RN7SKP83,0.0
RN7SKP85,0.0
RN7SKP86,0.0
RN7SKP87,0.0
RN7SKP88,0.0
RN7SKP89,0.0
RN7SKP9,0.0
RN7SKP90,0.0
RN7SKP91,0.0
RN7SKP92,0.0
RN7SKP93,0.0
RN7SKP94,0.0
RN7SKP95,0.0
RN7SKP96,0.0
RN7SKP97,0.0
RN7SKP98,0.0
RN7SKP99,0.0
RN7SL1,389.045898
RN7SL100P,0.0
RN7SL101P,0.0
RN7SL104P,0.0
RN7SL105P,0.0
RN7SL106P,0.0
RN7SL107P,0.0
RN7SL108P,0.0
RN7SL110P,0.0
RN7SL111P,0.0
RN7SL113P,0.0
RN7SL116P,0.0
RN7SL117P,0.0
RN7SL118P,0.0
RN7SL11P,0.0
RN7SL120P,0.0
RN7SL121P,0.0
RN7SL122P,0.0
RN7SL123P,0.0
RN7SL124P,0.0
RN7SL125P,0.0
RN7SL126P,0.0
RN7SL127P,0.0
RN7SL128P,0.0
RN7SL12P,0.0
RN7SL130P,0.160096
RN7SL131P,0.0
RN7SL132P,0.0
RN7SL134P,0.0
RN7SL135P,0.0
RN7SL138P,0.970071
RN7SL140P,0.0
RN7SL141P,0.0
RN7SL143P,0.0
RN7SL144P,0.0
RN7SL145P,0.310103
RN7SL146P,0.0
RN7SL147P,0.0
RN7SL148P,0.0
RN7SL149P,0.0
RN7SL14P,0.0
RN7SL150P,0.0
RN7SL151P,0.0
RN7SL152P,0.0
RN7SL153P,0.0
RN7SL154P,0.0
RN7SL155P,0.0
RN7SL156P,0.0
RN7SL159P,0.0
RN7SL15P,0.0
RN7SL160P,0.0
RN7SL162P,0.0
RN7SL163P,0.0
RN7SL164P,0.0
RN7SL165P,0.0
RN7SL166P,0.0
RN7SL167P,0.0
RN7SL168P,0.0
RN7SL169P,0.0
RN7SL16P,0.0
RN7SL170P,0.0
RN7SL172P,0.0
RN7SL173P,0.0
RN7SL174P,0.0
RN7SL176P,0.0
RN7SL177P,0.0
RN7SL178P,0.0
RN7SL180P,0.0
RN7SL181P,0.220097
RN7SL182P,0.0
RN7SL183P,0.0
RN7SL184P,0.0
RN7SL185P,0.0
RN7SL186P,0.0
RN7SL187P,0.0
RN7SL188P,0.0
RN7SL189P,0.0
RN7SL18P,0.0
RN7SL190P,0.0
RN7SL191P,0.0
RN7SL192P,0.160096
RN7SL193P,0.0
RN7SL196P,0.0
RN7SL197P,0.0
RN7SL198P,0.0
RN7SL199P,0.17
RN7SL19P,0.0
RN7SL2,0.0
RN7SL200P,0.0
RN7SL201P,0.0
RN7SL202P,0.0
RN7SL203P,0.0
RN7SL204P,0.0
RN7SL205P,0.0
RN7SL208P,0.0
RN7SL209P,0.0
RN7SL20P,0.0
RN7SL210P,0.0
RN7SL211P,0.0
RN7SL213P,0.0
RN7SL214P,0.0
RN7SL215P,0.0
RN7SL216P,0.0
RN7SL217P,0.0
RN7SL218P,0.0
RN7SL219P,0.0
RN7SL220P,0.0
RN7SL221P,0.0
RN7SL222P,0.0
RN7SL223P,0.0
RN7SL225P,0.0
RN7SL228P,0.0
RN7SL229P,0.0
RN7SL22P,0.0
RN7SL230P,0.0
RN7SL231P,0.0
RN7SL233P,0.0
RN7SL234P,0.0
RN7SL236P,0.0
RN7SL237P,0.0
RN7SL238P,0.0
RN7SL239P,0.0
RN7SL23P,0.210098
RN7SL240P,0.0
RN7SL241P,0.0
RN7SL242P,0.0
RN7SL244P,0.0
RN7SL246P,0.0
RN7SL248P,0.0
RN7SL250P,0.0
RN7SL251P,0.0
RN7SL252P,0.0
RN7SL253P,0.0
RN7SL254P,0.0
RN7SL255P,0.0
RN7SL258P,0.0
RN7SL259P,0.0
RN7SL25P,0.0
RN7SL260P,0.0
RN7SL261P,0.0
RN7SL262P,0.0
RN7SL263P,0.0
RN7SL265P,0.0
RN7SL266P,0.0
RN7SL267P,0.0
RN7SL268P,0.38011
RN7SL269P,0.0
RN7SL26P,0.0
RN7SL270P,0.0
RN7SL271P,0.0
RN7SL272P,0.0
RN7SL273P,0.0
RN7SL274P,0.0
RN7SL275P,0.0
RN7SL277P,0.0
RN7SL278P,0.0
RN7SL279P,0.0
RN7SL280P,0.0
RN7SL282P,0.0
RN7SL283P,0.0
RN7SL284P,0.0
RN7SL285P,0.0
RN7SL286P,0.0
RN7SL288P,0.0
RN7SL28P,0.0
RN7SL290P,0.0
RN7SL291P,0.0
RN7SL292P,0.0
RN7SL293P,0.0
RN7SL294P,0.0
RN7SL296P,0.0
RN7SL297P,0.0
RN7SL299P,0.0
RN7SL3,0.0
RN7SL300P,0.0
RN7SL301P,0.0
RN7SL302P,0.0
RN7SL303P,0.0
RN7SL304P,0.0
RN7SL305P,0.0
RN7SL306P,0.0
RN7SL307P,0.0
RN7SL308P,0.0
RN7SL309P,0.0
RN7SL30P,0.0
RN7SL310P,0.0
RN7SL311P,0.0
RN7SL313P,0.0
RN7SL314P,0.0
RN7SL316P,0.0
RN7SL317P,0.0
RN7SL318P,0.0
RN7SL319P,0.0
RN7SL320P,0.0
RN7SL321P,0.0
RN7SL322P,0.0
RN7SL323P,0.0
RN7SL325P,0.0
RN7SL326P,0.0
RN7SL327P,0.0
RN7SL328P,0.0
RN7SL329P,0.0
RN7SL32P,0.0
RN7SL330P,0.0
RN7SL331P,0.0
RN7SL332P,0.0
RN7SL333P,0.230106
RN7SL334P,0.0
RN7SL335P,0.0
RN7SL336P,0.100098
RN7SL337P,0.0
RN7SL338P,0.0
RN7SL339P,0.0
RN7SL33P,0.0
RN7SL340P,0.0
RN7SL341P,0.0
RN7SL342P,0.0
RN7SL343P,0.0
RN7SL344P,0.0
RN7SL346P,0.0
RN7SL34P,0.0
RN7SL350P,0.0
RN7SL351P,0.0
RN7SL352P,0.0
RN7SL353P,0.0
RN7SL354P,0.0
RN7SL356P,0.0
RN7SL357P,0.0
RN7SL359P,0.0
RN7SL35P,0.0
RN7SL361P,0.0
RN7SL362P,0.0
RN7SL363P,0.0
RN7SL364P,0.120102
RN7SL366P,0.0
RN7SL368P,0.0
RN7SL369P,0.0
RN7SL36P,0.0
RN7SL370P,0.0
RN7SL371P,0.0
RN7SL372P,0.0
RN7SL375P,0.0
RN7SL376P,0.0
RN7SL377P,0.0
RN7SL378P,0.0
RN7SL379P,0.0
RN7SL37P,0.0
RN7SL380P,0.0
RN7SL381P,0.330099
RN7SL382P,0.0
RN7SL383P,0.0
RN7SL384P,0.0
RN7SL385P,0.0
RN7SL386P,0.0
RN7SL387P,0.0
RN7SL388P,0.0
RN7SL38P,0.0
RN7SL390P,0.0
RN7SL391P,0.0
RN7SL392P,0.0
RN7SL393P,0.0
RN7SL394P,0.0
RN7SL395P,0.0
RN7SL396P,0.0
RN7SL397P,0.0
RN7SL398P,0.0
RN7SL399P,0.0
RN7SL39P,0.0
RN7SL400P,0.0
RN7SL401P,0.0
RN7SL402P,0.0
RN7SL403P,0.0
RN7SL404P,0.0
RN7SL405P,0.0
RN7SL408P,0.0
RN7SL40P,0.0
RN7SL411P,0.0
RN7SL413P,0.0
RN7SL414P,0.0
RN7SL415P,0.0
RN7SL416P,0.0
RN7SL417P,0.0
RN7SL418P,0.0
RN7SL419P,0.0
RN7SL41P,0.0
RN7SL420P,0.0
RN7SL422P,0.0
RN7SL423P,0.0
RN7SL424P,0.0
RN7SL426P,0.0
RN7SL428P,0.0
RN7SL429P,0.0
RN7SL42P,0.0
RN7SL430P,0.0
RN7SL431P,0.140103
RN7SL432P,0.0
RN7SL434P,0.0
RN7SL435P,0.0
RN7SL43P,0.0
RN7SL440P,0.0
RN7SL441P,0.0
RN7SL442P,0.0
RN7SL443P,0.0
RN7SL444P,0.0
RN7SL445P,0.0
RN7SL446P,0.0
RN7SL447P,0.0
RN7SL448P,0.0
RN7SL449P,0.0
RN7SL44P,0.0
RN7SL451P,0.0
RN7SL452P,0.0
RN7SL453P,0.0
RN7SL454P,0.0
RN7SL455P,0.0
RN7SL456P,0.0
RN7SL457P,0.0
RN7SL459P,0.0
RN7SL45P,0.0
RN7SL460P,0.0
RN7SL461P,0.0
RN7SL462P,0.0
RN7SL464P,0.0
RN7SL465P,0.0
RN7SL466P,0.0
RN7SL468P,0.0
RN7SL469P,0.0
RN7SL470P,0.0
RN7SL471P,0.0
RN7SL472P,0.0
RN7SL473P,0.0
RN7SL474P,0.0
RN7SL475P,0.0
RN7SL477P,0.0
RN7SL478P,0.0
RN7SL479P,0.0
RN7SL47P,0.0
RN7SL480P,0.0
RN7SL481P,0.190094
RN7SL482P,0.0
RN7SL483P,0.0
RN7SL484P,0.0
RN7SL487P,0.0
RN7SL488P,0.0
RN7SL489P,0.0
RN7SL48P,0.0
RN7SL491P,0.0
RN7SL492P,0.0
RN7SL493P,0.0
RN7SL494P,0.0
RN7SL495P,0.0
RN7SL496P,0.0
RN7SL497P,0.0
RN7SL498P,0.0
RN7SL499P,0.0
RN7SL49P,0.0
RN7SL4P,0.520116
RN7SL502P,0.0
RN7SL503P,0.0
RN7SL504P,0.0
RN7SL505P,0.0
RN7SL507P,0.0
RN7SL508P,0.0
RN7SL509P,0.0
RN7SL50P,0.0
RN7SL510P,0.0
RN7SL513P,0.0
RN7SL515P,0.0
RN7SL516P,0.0
RN7SL517P,0.0
RN7SL518P,0.0
RN7SL519P,0.0
RN7SL51P,0.0
RN7SL520P,0.0
RN7SL521P,0.290102
RN7SL523P,0.0
RN7SL524P,0.0
RN7SL525P,0.0
RN7SL526P,0.100098
RN7SL52P,0.0
RN7SL530P,0.0
RN7SL531P,0.0
